NumOrden,ITEM,01/01/05,01/02/05,01/03/05,01/04/05,01/05/05,01/06/05,01/07/05,01/08/05,01/09/05,01/10/05,01/11/05,01/12/05,01/01/06,01/02/06,01/03/06,01/04/06,01/05/06,01/06/06,01/07/06,01/08/06,01/09/06,01/10/06,01/11/06,01/12/06,01/01/07,01/02/07,01/03/07,01/04/07,01/05/07,01/06/07,01/07/07,01/08/07,01/09/07,01/10/07,01/11/07,01/12/07,01/01/08,01/02/08,01/03/08,01/04/08,01/05/08,01/06/08,01/07/08,01/08/08,01/09/08,01/10/08,01/11/08,01/12/08,01/01/09,01/02/09,01/03/09,01/04/09,01/05/09,01/06/09,01/07/09,01/08/09,01/09/09,01/10/09,01/11/09,01/12/09,01/01/10,01/02/10,01/03/10,01/04/10,01/05/10,01/06/10,01/07/10,01/08/10,01/09/10,01/10/10,01/11/10,01/12/10,01/01/11,01/02/11,01/03/11,01/04/11,01/05/11,01/06/11,01/07/11,01/08/11,01/09/11,01/10/11,01/11/11,01/12/11,01/01/12,01/02/12,01/03/12,01/04/12,01/05/12,01/06/12,01/07/12,01/08/12,01/09/12,01/10/12,01/11/12,01/12/12,01/01/13,01/02/13,01/03/13,01/04/13,01/05/13,01/06/13,01/07/13,01/08/13,01/09/13,01/10/13,01/11/13,01/12/13,01/01/14,01/02/14,01/03/14,01/04/14,01/05/14,01/06/14,01/07/14,01/08/14,01/09/14,01/10/14,01/11/14,01/12/14,01/01/15,01/02/15,01/03/15,01/04/15,01/05/15,01/06/15,01/07/15,01/08/15,01/09/15,01/10/15,01/11/15,01/12/15,01/01/16,01/02/16,01/03/16,01/04/16,01/05/16,01/06/16,01/07/16,01/08/16,01/09/16,01/10/16,01/11/16,01/12/16,01/01/17,01/02/17,01/03/17,01/04/17,01/05/17,01/06/17,01/07/17,01/08/17,01/09/17,01/10/17,01/11/17,01/12/17,01/01/18,01/02/18,01/03/18,01/04/18,01/05/18
313,Otros artículos y accesorios de vestir (SD),83.8059771058,82.9298174711,83.5738585966,84.3603917084,83.3349362944,82.1033484896,82.1818768975,82.5648651941,83.9160297784,83.9456002618,83.4919672118,83.522943334,82.6805143875,83.6692961779,83.6692961779,83.8683274912,83.9266249588,84.3950288647,85.9012274164,85.052136986,86.079071343,86.0116029322,86.1618568689,86.1837348542,86.4518953695,85.995958447,85.8983781073,84.7140476098,85.2084807286,85.0223131756,84.5831223799,84.6954210937,84.3879806694,84.2926437225,84.6661343867,84.6661343867,85.3265859538,85.3473602044,85.5481904116,85.945475038,85.5939922731,86.5852127299,87.4275667907,87.1061461014,87.7460153849,87.1354979837,86.753473369,86.8660348321,88.1406708316,88.8429051078,89.9036987807,89.409634962,90.402391681,90.5931589609,91.6737245437,92.6636708683,92.2282772973,91.7111895241,91.5663062518,91.6971727536,92.8343099753,93.5702465692,93.5750475286,94.3370715164,94.724774632,94.4796291372,94.4249362087,95.5082948605,94.510229988,94.7398408649,95.902784587,97.6103162939,98.6012980718,98.9886883163,96.3339638097,96.8090554001,95.5143478803,96.2547388005,96.0395169703,96.4321881363,96.0504863694,95.979035427,95.6423687949,95.7077975886,94.6118052994,94.4425388264,94.4335867089,93.7403766111,93.8655180499,92.5828114123,94.2021729139,94.2021729139,96.4796624094,98.8746176679,98.1171386974,98.4150069668,99.0492090846,99.1620000984,97.526014225,97.9722203586,97.358766147,97.5144553619,97.515615254,98.0725925969,97.8275829374,97.820511605,97.7103125271,97.3481112663,96.7104588417,96.8594426427,97.2467592205,97.0080006573,96.9319706329,97.2970232442,98.2681483215,98.3634553369,98.3578527909,97.4892299185,96.1331410254,97.1464791368,97.2085978541,97.2558406082,96.9980278963,97.0520697565,96.8412174866,97.329554427,96.638391828,96.615894279,96.4094917143,95.9586711956,95.7076605122,96.1354578369,96.1691336768,96.147301466,95.8459352425,95.9837200401,95.2887082949,95.834859838,94.8422850809,94.7224719566,94.3547639424,94.2208619998,92.8702076416,90.3490279337,93.6450326956,93.0388881315,93.0266904963,92.880268083,92.1244257259,91.4064824125,91.6908146227,90.712776257,90.5254863956,88.1015206552,88.06264297,87.8942137454,87.8586464676,87.8179928188,87.2329587691,87.64904781,88.0890388323
314,"Limpieza, reparación y alquiler de prendas de vestir (S)",62.709049711,62.8109448943,63.2691912807,63.1613591266,63.2180072425,63.3728105242,64.0692609051,64.0617340886,63.8757584042,64.2906942418,62.9528322042,63.1292344985,63.0956024618,63.1821527764,63.3729767938,63.4403439504,63.5448318908,63.5191180009,63.4856919099,63.4116072547,63.5474929778,63.6479685048,63.7458751016,65.1457025435,65.2432744756,65.2958222752,65.2584881763,65.4562262269,65.6218892975,65.7680513843,65.948949262,66.0770581739,66.2492220634,67.3825639901,67.2276118047,67.543367955,67.9627920338,68.6603578988,69.025153206,69.3646486629,69.7288844889,70.1014956537,70.3901832589,70.4457646399,70.584522714,70.8378985772,70.9411652528,71.1492448325,71.4408165761,71.6450159256,71.9040323583,73.1450227448,73.1655934909,73.9706830875,74.0119450864,74.2574778205,74.8838800619,74.9176799583,75.0491436034,75.7250299961,76.3797016461,76.4344342511,76.5821881361,76.9647336728,77.3938250475,77.7231555491,77.5093917718,77.6624581274,78.2581284274,78.2584547428,78.4507837152,79.1595594456,79.8809751082,81.7730807923,81.9030338838,81.9434088711,82.1084201955,82.1847402922,82.3049211272,82.9675464501,83.441694724,84.2601907294,84.6311242993,85.2868190735,86.0143819447,87.0510171457,87.4663778962,87.5530476348,87.6067489912,87.7125729824,88.0949713337,88.7936411708,89.0052425841,89.4235710492,89.5489635681,89.6345484523,90.2519615343,92.4128394315,92.7717667408,93.024714808,93.0612589155,93.329145061,93.8064914778,95.0385394262,96.0298278262,96.0057252087,96.869012366,97.021010311,98.3732943876,98.6104669483,98.7603499992,98.8132806576,99.5308135095,99.6571164027,100.0679211436,100.3795286739,100.5903257901,100.612802027,100.6054363524,100.7349104275,101.2647323925,101.2033866744,101.4667027163,101.3499015058,101.8413551993,102.1896067684,102.4213740722,103.0052446163,103.1994304211,103.4770494688,103.5545246796,103.4523593397,103.3572697767,103.6191280989,103.736375577,103.8178126526,103.5882462858,104.2105693069,104.8740690827,104.5709052237,104.6132972728,105.0328914921,104.5885085265,104.4134028103,104.6160514378,105.2647979809,105.5805007134,105.9773838029,106.1047986677,105.8640798247,105.6972665861,105.9399177713,106.0340299322,105.9837331775,105.8321956266,105.8081424553,105.282515868,105.1988811367,105.2302977058,105.5170228877,105.6819701662
32,Calzado,70.9378424929,71.3010403097,71.3248061939,71.3503758644,70.1665489578,70.0589896394,70.5374964948,70.0748380559,70.0623673368,70.2319675769,69.9364412632,69.8469370054,69.7062280027,70.1705281631,70.5060038264,70.7931461079,70.7849729512,70.9738344094,70.7023872968,70.7607619179,71.0557008648,71.156313961,70.5649523346,70.891195574,70.9545821941,70.6571715005,70.8059224747,70.5339448149,70.7071690641,70.7503132868,70.8950353536,71.7747243129,72.0594546674,72.6285700061,73.1014903816,72.8595091165,73.9892979983,73.9833389489,74.4008519789,75.3388041198,75.7199685806,76.4660411412,77.2470929366,77.6492988915,77.4014202882,78.2712894555,78.5253403576,78.5564140512,78.6304350649,81.2584231157,82.484539689,82.6280518213,83.5029332817,83.3538348956,83.4594797945,82.9033411464,83.4950503268,83.457341806,83.5195920049,84.1565215722,84.5402066927,85.390510724,86.1393231707,87.2977466443,87.6126738587,87.7518373314,88.2668574371,87.2754767701,86.5249394552,87.0334712501,87.2351684284,88.1162899276,88.1364195307,89.1239389917,89.6286842088,89.7698756782,89.6964732112,91.0057272764,91.21828624,91.8078806152,91.9219495112,92.0279052029,92.4760298576,92.7776668868,93.3690501048,93.5756914793,94.3694216494,94.4181884325,94.0335178205,94.0198323917,94.5414271565,94.4928712031,94.5888944147,94.6450022266,94.8731842436,94.3036197061,94.4699123379,94.9761170605,96.0881022593,96.317901227,96.4382510971,96.240508636,96.3568631357,96.1342625076,96.1824595557,95.9790754311,95.2623354137,95.4616035711,96.2595923375,96.616294036,97.027965906,97.1639915723,97.171169778,97.2846677589,97.4340339918,97.3506367456,97.5374829831,97.2943716239,97.3080790529,98.0490719917,97.7883021305,97.4691472326,97.1008122711,96.7538704498,97.4056212906,97.283360925,97.5849453933,96.7616404663,96.5195877193,96.078508023,95.5072684525,95.448806934,94.463029804,94.0401276629,93.605786457,93.5766672139,91.7874160633,92.57080905,93.5749209515,92.8038954809,92.6889251387,92.557616218,92.3557987454,89.2161578469,89.5754941866,89.1178786185,88.8833498285,88.4895927914,87.9335399429,85.7597310221,86.2587956782,85.997377487,85.1802275321,84.7683228835,84.1302122583,83.5835922438,83.4818710397,83.3069661071,82.8371076388,82.4493041949,81.8055803042
321,Zapatos y otros calzados (SD),71.1676343886,71.539859717,71.564248365,71.6027232163,70.387875178,70.2774973632,70.7799941163,70.2995564409,70.2766571835,70.4384058434,70.1351355253,70.043285888,69.8788047069,70.354092437,70.6942918274,70.9715976365,70.9620641844,71.1466174931,70.8729074002,70.923427676,71.2260952358,71.3340881121,70.7224870766,71.0562402244,71.0873706124,70.7732583018,70.9202897198,70.6323169057,70.8150106474,70.8592854261,71.0126498561,71.9105402326,72.1975564749,72.7815849752,73.2702415395,73.0229609355,74.1699872571,74.1603944361,74.5792244432,75.5340246463,75.9017957674,76.6674184963,77.4668273858,77.8744240512,77.6419432777,78.5304602132,78.7765721305,78.8049824626,78.848586837,81.5447118778,82.8119265986,82.9460075412,83.8438144926,83.6654970704,83.7688153442,83.1692791776,83.7691898424,83.7121300772,83.7680010815,84.4324820594,84.8165791381,85.6857008736,86.4420286228,87.6349699097,87.9581495118,88.1044233967,88.6409038713,87.59568739,86.8106706421,87.3227137169,87.5163336159,88.4205441209,88.429707699,89.4215218113,89.9170577142,90.0465074015,89.9859672419,91.3180714052,91.4933039974,92.0785045083,92.1939241417,92.2866533443,92.7458450781,93.0553862375,93.6293090199,93.8413652479,94.6079558974,94.6527245227,94.2478728066,94.228505849,94.7609278987,94.7056327336,94.786493601,94.8434236353,95.0753008526,94.4743153089,94.6369195506,95.1005102238,96.225422957,96.4385757477,96.5575315785,96.3446500827,96.4549102388,96.1883395769,96.2338709272,96.0251573024,95.2802633707,95.4523651253,96.2804316101,96.6394059107,97.0502205634,97.1932695589,97.1952269869,97.2910943951,97.4539164232,97.3411210154,97.539463557,97.3010445812,97.3151112012,98.0696623777,97.7922430898,97.4660604906,97.0710737177,96.707898303,97.3659700047,97.2324887307,97.5407140043,96.6937729089,96.4232114865,95.9660443954,95.3804173485,95.3088731925,94.2753832803,93.8414666898,93.3957677608,93.3564776863,91.5278277278,92.3112641763,93.3340666635,92.5338416073,92.4163396505,92.2821393442,92.0880997288,88.8747601425,89.2425628558,88.7834958296,88.5438027816,88.1421215669,87.5738245909,85.3521490082,85.8601477519,85.6166754127,84.7734167288,84.348213067,83.6914731332,83.1328166995,83.0231828819,82.8415506012,82.3559722324,81.9561253536,81.2982268436
322,Reparación y alquiler de calzado (S),62.0730940046,62.091755676,62.091755676,61.6255552861,61.6255552861,61.6255552861,61.1892317236,61.4047322831,61.7896431027,62.2581545956,62.2581545956,62.2581545956,63.0234615835,63.0683855785,63.2233563209,63.8848604719,63.9285316901,64.2812581994,64.0964549756,64.4540169618,64.4540169618,64.2732811482,64.4540169618,64.4936065749,65.7859668462,66.1254005358,66.339444027,66.6773530989,66.4894918893,66.4894918893,66.3046886655,66.4894918893,66.6866851094,66.6866851094,66.5592777217,66.5195905891,66.9908405612,67.1233495843,67.4900403868,67.7845847263,68.6754953246,68.6754953246,68.7558810015,68.9520652827,68.117858103,68.275849138,68.83201205,68.9645210731,70.1974047375,70.2251097342,69.8833662801,70.38601815,70.38601815,71.3504922377,71.5446271935,72.6429337905,72.9212304289,73.6209273121,73.9261507184,73.5123010313,73.879700126,74.0116809241,74.4729854828,74.314385723,74.314385723,74.1824049248,73.8789221145,74.9403890668,75.504786376,75.8787458969,76.3879049402,76.3879049402,76.8258460848,77.6482088375,78.5030850188,79.0914611328,78.5280741695,78.9646526481,80.5991456198,81.3552558568,81.4176819937,82.0274487539,82.0531925006,82.0531925006,83.3089691642,83.3089691642,85.1355878365,85.3366230166,85.7215109157,85.9243318594,86.0325698861,86.2408751131,86.9144872358,86.9391794714,87.0262116198,87.6547675224,87.9613449365,90.0905111801,90.7082066983,91.5719282258,91.7452109237,92.1246201907,92.4730110553,93.9261583816,94.0758534926,94.0758534926,94.4329726748,95.6670662559,95.317767679,95.5873279861,96.031030713,95.899235082,96.1053314656,96.8904393404,96.5268651961,97.5637648405,97.312276371,96.8907426405,96.8907426405,97.1139835376,97.6093280375,97.6093280375,98.4513541767,98.8416421634,99.206338441,99.5936626148,99.5936626148,99.8437668536,100.8964025262,101.1859132053,101.2680641859,101.8037354667,102.9847789892,103.0620852921,103.1435419066,103.5763191749,103.5763191749,104.3577383977,104.5130390297,105.0680788635,105.0680788635,105.0680788635,104.5130390297,104.7203385441,104.6951843481,104.3034850619,104.3034850619,104.2695953531,104.2695953531,104.2695953531,104.3629287829,103.2865205469,103.6550682306,103.8471228388,104.0550406497,104.0550406497,104.3126616102,104.4432713851,104.6873139661,104.8464491436,104.8464491436
4,"Alojamiento, agua, electricidad, gas y otros combustibles",76.4143312735,76.6766716904,77.1612687937,77.3828404455,77.6100057733,77.9450091808,78.0615792525,78.3586321556,78.5389287036,78.8531559516,79.2982543864,79.4492828197,79.8490646673,80.6612751245,81.2655676768,81.6221903956,81.7063913686,81.9689325729,82.2409588883,82.3547957153,81.9893895778,82.3283983706,82.4661258205,82.2751130049,82.4690965187,82.7002575467,82.9648392184,83.1395506953,83.3015242645,83.5434667101,83.750304621,83.9002448994,84.0640324811,84.1297214705,84.3098694139,85.2373148299,85.6238193779,86.0973983554,86.7828829457,87.2685013807,87.6044764604,87.9293151683,87.9889414257,88.0415499219,87.9542906658,87.6453258439,87.7761316512,88.127689117,88.3421593291,88.6822761816,88.8899714106,89.0032974001,88.8409728655,89.0746656246,89.2115144865,89.327214141,89.6450002058,89.4707125446,90.505777393,90.5590854766,90.5299056797,90.8032186455,90.9179271889,91.0237394658,91.5164210322,91.7097645672,91.7072190531,91.8360054367,91.9727941168,92.0725155175,92.2215906396,92.3333558991,92.701489105,92.8412648714,93.0192460542,93.1263599231,93.2994322035,93.4890737768,93.6612903435,93.8502081669,93.9518746674,94.1104219928,94.1251275986,94.2013709589,94.3174982826,95.0230485557,95.1731345776,95.4262094514,95.8402370165,96.012411108,96.1285199186,96.2601269993,96.4579071554,96.6608744177,96.8478691761,96.9506428907,97.1308905096,97.2068768675,97.3688169584,97.5239228543,97.724292435,98.081073928,98.2339359463,98.3899101971,98.432271246,98.6714605608,98.7415881757,98.8342353155,99.1306268066,99.3935744769,99.504264077,99.6772341392,100.5832246884,101.9744750403,102.1689910065,102.3583209636,103.2764605077,103.4750265232,104.1826660925,104.2211644502,104.6696996054,106.1026364529,106.3188053137,106.5723815318,106.7958959734,106.9172134286,107.8164387761,108.0889479207,108.0772261228,108.3345143563,108.6597394835,109.0095155146,109.4282375539,109.5810920821,109.7539183274,110.7213313379,110.8657840043,111.0507309755,111.4188881257,111.5992062241,111.7359259789,111.8078777754,111.8692012924,112.1341357946,112.2845287658,112.751634088,112.7729875861,112.9868048805,113.2561503528,113.3034004841,113.499227787,113.5033063211,113.6083589116,113.5470118623,113.5820783407,113.9785828164,114.1598055087,114.2844960234,114.292618086,114.4912945397,114.7756501576
41,Alquileres efectivos del alojamiento,69.1780769208,69.499064793,70.2360662079,70.6710788982,71.0137448953,71.7751614743,72.006482829,72.4093108919,72.7558485376,73.0884651282,73.7029168031,74.0270458431,74.748735367,75.5651809059,76.0989464966,76.7531516207,77.2162360038,77.6661358925,78.1174642456,78.3530395757,78.5795040838,78.984569778,79.2669621,79.6751492791,80.0535820549,80.5135287585,80.8486140591,81.1779455687,81.4944844183,81.9994768092,82.4172029268,82.7230016941,83.0793691083,83.3882035072,83.7064574913,83.81135654,84.1333295834,84.3002390832,84.6625620251,85.1876309788,85.663925573,85.9737364112,86.2208257608,86.4006154273,86.3701019014,86.7018540967,86.8325042237,87.0276681934,87.3303199486,87.4943167588,87.732304999,87.9336701688,88.3092097581,88.598276981,88.8285365391,89.1247328216,89.4122884743,89.5905759481,89.8870111685,90.0599146853,90.4003767092,90.7892158707,91.1798951481,91.5169015023,91.7566366004,92.1162939789,92.1848336834,92.4136661454,92.4652151915,92.5939090114,92.8303052584,92.977442052,93.1232170591,93.360174634,93.6399749032,93.8675454432,94.1400847724,94.3367225044,94.6344241091,94.952594675,95.1414575522,95.367603776,95.584484934,95.8032323044,96.0887035604,96.5937156356,96.8715386015,97.2015913337,97.5842883172,97.7753930623,97.9105226433,98.1011568169,98.4132257162,98.6655779628,98.9970750353,99.1347610459,99.3346480247,99.4995634805,99.8076415377,100.0140696237,100.3282741485,100.4637867462,100.6838959649,100.9430144276,101.0103436094,101.3899078481,101.5799495345,101.7539096794,102.1663192877,102.5341219867,102.7166876258,102.9903001714,103.5522516249,103.9304839943,104.0131013188,104.325718,104.6708056596,104.8361473505,105.0337281329,105.1173718955,105.5500132178,105.8230726958,106.1212893442,106.480257348,106.6413914604,106.9166563392,107.3470217143,107.8728881072,107.9520507307,108.2008009219,108.5603172788,108.7275296402,108.7286614173,108.7159591979,109.1186342102,109.3585967677,109.7320726148,110.206063677,110.8598055436,111.136322173,111.5188589685,111.8728675941,112.0565864644,112.4131190149,112.7384550193,113.0601569594,113.1574873921,113.6158068427,114.094390447,114.3595013662,114.6763552885,114.8455131448,114.8916053569,115.0499485344,115.1564034663,115.2868618939,115.5089300472,115.6919469031,115.7643643073,115.8772474389,116.204622831
411,Alquileres efectivos pagados por los inquilinos (S),69.1780769208,69.499064793,70.2360662079,70.6710788982,71.0137448953,71.7751614743,72.006482829,72.4093108919,72.7558485376,73.0884651282,73.7029168031,74.0270458431,74.748735367,75.5651809059,76.0989464966,76.7531516207,77.2162360038,77.6661358925,78.1174642456,78.3530395757,78.5795040838,78.984569778,79.2669621,79.6751492791,80.0535820549,80.5135287585,80.8486140591,81.1779455687,81.4944844183,81.9994768092,82.4172029268,82.7230016941,83.0793691083,83.3882035072,83.7064574913,83.81135654,84.1333295834,84.3002390832,84.6625620251,85.1876309788,85.663925573,85.9737364112,86.2208257608,86.4006154273,86.3701019014,86.7018540967,86.8325042237,87.0276681934,87.3303199486,87.4943167588,87.732304999,87.9336701688,88.3092097581,88.598276981,88.8285365391,89.1247328216,89.4122884743,89.5905759481,89.8870111685,90.0599146853,90.4003767092,90.7892158707,91.1798951481,91.5169015023,91.7566366004,92.1162939789,92.1848336834,92.4136661454,92.4652151915,92.5939090114,92.8303052584,92.977442052,93.1232170591,93.360174634,93.6399749032,93.8675454432,94.1400847724,94.3367225044,94.6344241091,94.952594675,95.1414575522,95.367603776,95.584484934,95.8032323044,96.0887035604,96.5937156356,96.8715386015,97.2015913337,97.5842883172,97.7753930623,97.9105226433,98.1011568169,98.4132257162,98.6655779628,98.9970750353,99.1347610459,99.3346480247,99.4995634805,99.8076415377,100.0140696237,100.3282741485,100.4637867462,100.6838959649,100.9430144276,101.0103436094,101.3899078481,101.5799495345,101.7539096794,102.1663192877,102.5341219867,102.7166876258,102.9903001714,103.5522516249,103.9304839943,104.0131013188,104.325718,104.6708056596,104.8361473505,105.0337281329,105.1173718955,105.5500132178,105.8230726958,106.1212893442,106.480257348,106.6413914604,106.9166563392,107.3470217143,107.8728881072,107.9520507307,108.2008009219,108.5603172788,108.7275296402,108.7286614173,108.7159591979,109.1186342102,109.3585967677,109.7320726148,110.206063677,110.8598055436,111.136322173,111.5188589685,111.8728675941,112.0565864644,112.4131190149,112.7384550193,113.0601569594,113.1574873921,113.6158068427,114.094390447,114.3595013662,114.6763552885,114.8455131448,114.8916053569,115.0499485344,115.1564034663,115.2868618939,115.5089300472,115.6919469031,115.7643643073,115.8772474389,116.204622831
43,Conservación y reparación de la vivienda,61.3178606836,63.4838732965,63.6717642922,63.5424811447,63.5424811447,63.2809703335,63.8760158026,64.9202407036,64.6903528787,65.6909937361,65.9917485911,65.979576584,66.08015833,66.7932328771,67.651265586,68.3597643276,68.8533169676,68.8900831857,68.8846663173,69.5719676632,69.4591335476,69.5432350364,69.679821195,69.727461117,70.2723076262,70.3221223872,70.6735832451,70.5806340286,70.7196769646,70.3832281875,70.5870823647,70.6536172781,70.1948542294,70.431336282,70.6875492197,70.9311934592,71.2732031853,74.0322118201,74.6860132795,75.6900411468,76.65978687,77.3015213075,77.6085903923,78.1796521376,78.6741658906,79.2736680342,79.1552903233,79.8316720755,81.464266285,81.8849147153,82.4244972328,82.9017007841,82.6372888856,82.8799549421,83.2521034638,83.2898044989,82.6046912827,82.2966306301,82.6486612803,82.6486612803,82.7306259046,82.2601490456,81.8730092621,81.9686065182,82.4484443603,82.811650047,83.2442479836,83.4949999938,83.855812492,84.1589330093,84.4961205738,84.6811512821,84.7239567679,84.7659545214,84.9445119711,84.6519594327,86.8368013325,87.5175809364,87.9917654701,88.0714137806,88.7105076075,89.630920679,89.7237422041,89.7237422041,90.8813907695,91.8733909417,93.0299457921,93.5137420075,93.6232059687,93.6885912904,93.8783087163,94.7757117931,94.5583974654,94.7067919516,95.0425183081,94.7480749899,95.670579416,95.6404058254,95.6353350139,96.5957656965,97.3409874652,97.4436561695,96.734529034,97.0228358885,97.4117036848,97.0683915012,98.2611615353,98.5723410961,98.5723410961,99.4546169487,99.6579334492,100.0441720618,99.8497748393,99.7368390193,100.0733903249,100.1664153284,99.7886089601,99.567606132,102.2819908948,102.1995440667,103.1944280643,104.0348849781,104.7907103653,104.8929654284,105.0723604418,105.0310261707,106.1373548526,106.6694851032,105.8491673999,104.9496103485,105.8226986465,105.9338582569,107.420839047,109.4827966872,109.3285019793,109.5422301717,109.0954531374,106.8957022228,106.5861187029,106.6840837339,106.0448838589,106.0915827532,106.2396195045,106.2022497264,106.4320714693,107.0351691953,107.1123188231,106.7944250218,107.0422700292,105.8942333978,105.913509524,104.6866914665,106.1477357001,105.2331378544,104.9881985149,105.9068433329,106.0345323284,106.1071865789,106.0089067792,106.2532921316,106.2132470786
431,Materiales para la conservación y la reparación de la vivienda (ND),60.6561553163,62.7987936275,62.984657017,62.8567690151,62.8567690151,62.5980802709,63.1867043682,64.2196606239,63.9922536098,64.9820961546,65.2796054446,65.2675647905,65.3670611189,66.0724405956,66.921213933,67.6220669836,68.1102935012,68.1466629605,68.1413045476,68.821188952,68.7095724741,68.7927663903,68.9278785935,68.9750044143,69.5139712685,69.5632484587,69.910916563,69.8189703984,69.9565128668,69.6236948421,69.8253491479,69.8911660566,69.4373537021,69.671283783,69.9247318252,70.1657468031,70.5040657664,73.2333008442,73.8800468726,74.8732398768,75.832520689,76.4673299155,76.771085296,77.3359844875,77.8251617463,78.4181944243,78.3010941743,78.9701768226,80.5851530601,81.0012621063,81.5350217747,82.0070756332,81.7455171083,81.9855644591,82.3536969784,82.3909911667,81.7132712791,81.4085350312,81.756766779,81.756766779,81.8378468906,81.372447134,80.9894851296,81.0840507577,81.5587104793,81.9179966693,82.3459262699,82.5939723156,82.950891143,83.2507405665,83.5842894062,83.7673233747,83.8096669295,83.8512114686,84.0278420339,83.7384465461,85.89971095,86.573143991,87.0422114112,87.1210002052,87.753197317,88.6636778458,88.755497697,88.755497697,89.9006536174,90.881948722,92.0260227301,92.5045981085,92.6128808007,92.6775605235,92.8652306333,93.7529494774,93.5379802748,93.6847733773,94.0168767774,93.7256109139,94.6381602287,94.6083122532,94.6032961629,95.5533624569,96.2905422418,96.3921030073,95.6906283441,95.9758239649,96.3604953346,96.020887969,97.2007863482,97.508607847,97.508607847,98.3813627107,98.5824851422,98.9645557006,98.7722562958,98.660539211,98.9934586579,99.0854797917,98.7117504818,98.4931325829,101.1782253426,101.096668231,101.4942829011,102.4803885413,102.1696935525,102.3372062416,102.1808614123,102.1075992376,102.2117148606,102.1430965626,100.6891394141,99.0947359286,100.2805624566,100.4775852802,101.1209162687,100.9184183067,100.8623303135,101.3784828721,100.5875194922,98.6363753903,98.284323263,98.4977006478,97.2811634199,97.4294431359,97.6918281752,97.6947511797,98.0283289059,99.0252083418,98.751557151,98.7687751237,98.6274004442,97.0579807983,97.0287138305,94.8732286956,97.1737842308,94.7257588627,94.6566318353,96.1149657993,96.2106772793,96.0398379376,96.1671418463,96.3312065804,96.7403772356
44,Suministro de agua y servicios diversos relacionados con la vivienda,71.7774166325,71.9537867031,71.9537867031,71.9537867031,72.3653196162,72.3653196162,72.3653196162,72.6886674088,72.6886674088,73.2061148587,73.7570819254,73.7570819254,74.419086328,76.4543036178,77.5247107957,77.5247107957,77.0166733384,77.2616334985,77.2616334985,77.2616334985,75.4391299077,75.4391299077,75.4391299077,73.6362231297,73.7146103809,73.7146103809,73.9693689473,74.2451867506,74.2451867506,74.2451867506,74.2451867506,74.2451867506,74.2647835634,74.2647835634,74.2647835634,78.3993243919,78.9014797788,80.2664488265,82.5451966604,83.0666657161,83.5881347718,83.9604742151,83.9604742151,83.9604742151,84.0682566855,84.9520792546,84.9520792546,85.7947422052,85.7947422052,86.1347036837,86.2718813733,86.2718813733,86.2718813733,86.6251482686,86.6251482686,86.6251482686,87.5383660569,87.5383660569,91.7009770559,91.7793643071,91.132137017,91.132137017,91.132137017,91.132137017,92.4294593876,92.4294593876,92.4294593876,92.4294593876,92.4294593876,92.4294593876,92.4294593876,92.4294593876,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,93.8392663568,95.8659821092,95.8561837028,95.8561837028,95.9443693604,96.2775151781,96.2775151781,96.2775151781,96.2775151781,96.3363056165,96.3363056165,96.3363056165,96.3363056165,96.3363056165,96.3363056165,96.3363056165,96.5518705574,96.5518705574,96.5812657766,96.5812657766,96.5812657766,96.6040054185,96.6040054185,96.6040054185,96.7313847018,96.7313847018,96.7313847018,96.8783607978,96.8783607978,96.8783607978,97.0449337066,97.0449337066,97.0449337066,97.3745012975,100.0259690047,100.0259690047,101.0299580403,104.0194334228,104.1733131191,104.595283985,105.1124137935,105.1124137935,108.33443119,108.4303600252,108.4303600252,109.7705845174,109.7487346995,111.253626886,113.0047559141,113.1608459276,113.1759617923,116.4652820339,116.4450123432,116.7693703332,117.1935684125,117.4066301657,117.3612312601,116.8539790311,116.8539790311,117.3983402828,117.3104493842,117.4039157855,117.3530472477,117.4672904111,117.5571167458,117.5952861299,117.8283666234,117.8313284401,117.8320329915,117.4649080852,117.4649080852,117.4649080852,117.8298885552,117.8211237026,117.7774087168,118.496369611,119.0769992875
