Fecha,GENERAL,Alimentos y bebidas no alcohólicas,Alimentos,Pan y cereales (ND),Carne (ND),Pescado (ND),"Leche, queso y huevos (ND)",Aceites y grasas (ND),Frutas (ND),Legumbres-Hortalizas (ND),"Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)",Productos alimenticios n.e.p. (ND),Bebidas no alcohólicas,"Café, té y cacao (ND)","Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)","Bebidas alcohólicas, tabaco y estupefacientes",Bebidas alcohólicas,Bebidas destiladas (ND),Cerveza (ND),Tabaco,Tabaco (ND),Prendas de vestir y calzado,Prendas de vestir,Materiales para prendas de vestir (SD),Prendas de vestir (SD),Otros artículos y accesorios de vestir (SD),"Limpieza, reparación y alquiler de prendas de vestir (S)",Calzado,Zapatos y otros calzados (SD),Reparación y alquiler de calzado (S),"Alojamiento, agua, electricidad, gas y otros combustibles",Alquileres efectivos del alojamiento,Alquileres efectivos pagados por los inquilinos (S),Conservación y reparación de la vivienda,Materiales para la conservación y la reparación de la vivienda (ND),Suministro de agua y servicios diversos relacionados con la vivienda,Suministro de agua (ND),"Electricidad, gas y otros combustibles",Electricidad (ND),Gas (ND),"Muebles, artículos para el hogar y para la conservación ordinaria del hogar","Muebles y accesorios, alfombras y otros materiales para pisos",Muebles y accesorios (D),Productos textiles para el hogar,Productos textiles para el hogar (SD),Artefactos para el hogar,"Artefactos para el hogar grandes, eléctricos o no (D)",Artefactos eléctricos para el hogar pequeños (SD),"Artículos de vidrio y cristal, vajilla y utensilios para el hogar","Artículos de vidrio y cristal, vajilla y utensilios para el hogar (SD)",Herramientas y equipo para el hogar y el jardín,Herramientas pequeñas y accesorios diversos (SD),Bienes y servicios para conservación ordinaria del hogar,Bienes para el hogar no duraderos (ND),Salud,"Productos, artefactos y equipo médicos",Productos farmacéuticos (ND),Otros productos médicos (ND),Artefactos y equipo terapéuticos (D),Servicios para pacientes externos,Servicios médicos (S),Servicios dentales (S),Servicios paramédicos (S),Servicios de hospital (S),Transporte,Adquisición de vehículos,Vehículos a motor (D),Bicicletas (D),Funcionamiento de equipo de transporte personal,Piezas de repuesto y accesorios para equipo de transporte personal (SD),Combustibles y lubricantes para equipo de transporte personal (ND),Conservación y reparación de equipo de transporte personal (S),Servicios de estacionamiento y peaje (S),Servicios de transporte,Transporte de pasajeros por carretera (S),Transporte de pasajeros por aire (S),Comunicaciones,Servicios postales,Servicios postales (S),Equipo telefónico y de facsímile,Equipo telefónico y de facsímile (D),Servicios telefónicos y de facsímile,Servicios telefónicos y de facsímile (S),Recreación y cultura,"Equipo audiovisual, fotográfico y de procesamiento de información","Equipo para la recepción, grabación y reproducción de sonidos e imágenes (D)",Equipo fotográfico y cinematográfico e instrumentos ópticos (D),Equipo de procesamiento e información (D),Medios para grabación (SD),"Otros artículos y equipo para recreación, jardines y animales domésticos",Conservación y reparación de otros bienes duraderos importantes para recreación y cultura (S),"Equipo de deportes, campamentos y recreación al aire libre (SD)",Servicios de recreación y culturales,Servicios de recreación y deportivos (S),Servicios culturales (S),"Periódicos, libros y papeles y útiles de oficina",Libros (SD),Diarios y periódicos (ND),Papel y útiles de oficina y materiales de dibujo (ND),Educación,Enseñanza preescolar y enseñanza primaria,Enseñanza preescolar y enseñanza primaria (S),Enseñanza secundaria,Enseñanza secundaria (S),Enseñanza terciaria,Enseñanza terciaria (S),Restaurantes y hoteles,Servicios de suministro de comidas por contrato,"Restaurantes, cafés y establecimientos similares (S)",Servicios de alojamiento,Servicios de alojamiento (S),Bienes y servicios diversos,Cuidado personal,Salones de peluquería y establecimientos de cuidados personales (S),"Otros aparatos, artículos y productos para la atención personal (ND)"
01-05-08,78.00816833,75.57051227,76.09564653,74.21438985,75.98641258,69.13410281,76.83749671,85.69608639,69.01194085,87.29203115,65.32567759,70.51535825,67.54385973,55.62496835,70.02884699,54.54792148,52.11685684,45.10293401,69.51175624,58.00683489,58.00683489,75.62969822,75.59918276,75.73968805,75.8218028,85.59399227,69.72888449,75.71996858,75.90179577,68.67549532,87.60447646,85.66392557,85.66392557,76.65978687,75.83252069,83.58813477,83.97070956,94.75849462,95.93189202,87.7884865,78.96846985,88.96095277,89.04436732,74.26862656,74.26862656,82.36363402,82.04272963,82.54405901,74.8720058,74.8720058,50.73749814,49.35601288,79.11418151,77.06521376,80.05098002,94.59082811,98.02082817,68.18360267,76.19445902,69.11394698,66.66993965,69.71796234,79.2749405,79.77508201,86.76719659,95.05810112,95.57422528,78.74291598,82.87643282,72.46352954,95.96718223,68.82150292,73.64610481,84.51272669,87.71710119,70.56171533,93.48202099,59.69000439,59.69000439,110.528676,110.528676,93.88049954,93.88049954,87.19744459,114.8249943,123.9394141,78.24457521,139.6957799,84.61975151,74.39206252,75.36895073,74.71592299,78.06400061,59.24780003,89.1606114,77.53750194,80.37992173,68.99086076,78.81159104,71.99705682,69.20226222,69.20226222,71.76654706,71.76654706,78.53822559,78.53822559,70.28145721,70.35072733,70.35072733,66.07893458,66.07893458,68.91104702,69.40758109,75.05777478,67.99552042
01-06-08,78.59852182,76.65563139,77.23214816,74.13780677,77.28413433,66.2815756,77.23459214,85.97827311,69.45974216,93.31155351,65.56155339,72.86197344,67.8654764,56.37064993,70.23956062,54.75877859,52.52386978,45.73948433,69.51175624,58.00683489,58.00683489,76.23389508,76.1481438,77.35538571,76.33750367,86.58521273,70.10149565,76.46604114,76.6674185,68.67549532,87.92931517,85.97373641,85.97373641,77.30152131,76.46732992,83.96047422,84.34475316,95.04700483,95.91792518,90.00231434,79.9023936,90.0519321,90.13636961,75.22431262,75.22431262,82.6996041,82.43046358,82.57657898,77.04739205,77.04739205,52.53209955,51.10175072,79.94392979,77.8734725,80.14134238,94.62038279,97.91697148,68.01367176,77.15903611,69.1528763,66.66993965,69.90067733,79.2749405,80.03561056,87.04875709,94.92974986,95.35771899,80.81054189,83.71569242,72.57709471,96.04921884,70.74031777,76.05290643,84.51272669,87.71710119,70.56171533,94.63924904,96.25013208,96.25013208,110.528676,110.528676,93.88049954,93.88049954,87.23884929,113.6130623,122.8369468,78.28268081,136.6788323,84.02897472,75.11011075,75.8136502,75.96783665,78.89652083,60.80236392,89.69321557,77.79282619,80.37992173,69.50210471,79.19677155,72.05262683,69.3371704,69.3371704,71.77601237,71.77601237,78.53822559,78.53822559,70.50761575,70.57432975,70.57432975,66.37448812,66.37448812,69.59770923,70.099191,75.40021719,68.77198324
01-07-08,79.05925963,77.23933441,77.8098125,77.9561757,75.69726155,66.1082582,77.95498337,85.9859834,70.8060858,92.21274017,68.71025904,73.38744665,68.53644325,59.10564841,70.37811638,54.91317689,52.65878137,45.95048012,69.51175624,58.18477445,58.18477445,76.71520357,76.51270566,78.17039232,76.68099213,87.42756679,70.39018326,77.24709294,77.46682739,68.755881,87.98894143,86.22082576,86.22082576,77.60859039,76.7710853,83.96047422,84.34475316,94.80902025,95.91624858,88.26012403,80.71102206,90.29462389,90.37928896,75.6663264,75.6663264,83.85510241,83.79415193,82.51556807,78.28229059,78.28229059,53.9209632,52.45279826,80.78904201,78.69669727,80.56719814,94.4925479,97.77349868,67.79604125,77.14846792,69.49199792,67.19540596,69.98446778,79.2749405,81.39974985,87.32734844,95.45032588,95.8759441,81.37046452,84.34462284,73.76662814,96.24810157,71.80741582,76.53011856,84.39274281,87.71710119,69.88987883,94.75821657,96.25013208,96.25013208,110.3879779,110.3879779,94.01767547,94.01767547,87.19446664,113.0756784,121.9858409,78.91644274,135.8614675,83.48995003,74.80603573,74.91249541,76.77558913,79.11623384,60.93546975,89.95941285,77.94262141,80.60828014,69.7491881,79.19677155,72.05262683,69.3371704,69.3371704,71.77601237,71.77601237,78.53822559,78.53822559,71.51848262,71.56204805,71.56204805,68.0453285,68.0453285,70.71133289,71.22083879,75.86647339,70.05298634
01-08-08,79.22518341,77.36127686,77.83624913,77.38449932,75.33792101,68.35462447,78.02365747,87.45133175,74.55311008,89.17301545,70.29570906,74.03393591,70.07010837,61.74916155,71.6158189,55.20407119,53.22028836,46.82865235,69.51175624,58.18477445,58.18477445,76.92268461,76.64433708,78.29776705,76.82981518,87.1061461,70.44576464,77.64929889,77.87442405,68.95206528,88.04154992,86.40061543,86.40061543,78.17965214,77.33598449,83.96047422,84.34475316,94.63774541,95.77360704,87.90584427,81.15071944,90.96607302,91.05136768,75.92738031,75.92738031,83.95997948,83.85518273,82.86963694,78.80249355,78.80249355,55.24840065,53.74409213,81.14538648,79.04381282,80.52307566,94.67119567,97.86879936,68.17712536,77.86732425,69.41433114,67.29999013,69.98446778,78.44325184,81.09005136,87.82310563,95.62318395,96.03394982,81.90616868,85.5310124,76.19437395,96.55017608,73.97689252,76.53011856,84.45557808,87.76542421,70.01989523,94.7706344,96.25013208,96.25013208,111.9691972,111.9691972,93.94645113,93.94645113,86.62253815,110.6978322,119.141015,78.73628711,132.0387674,82.03713061,75.42241365,74.92691337,78.53964704,79.09528108,60.93546975,89.92827327,77.95948461,80.82598683,69.42190989,79.19677155,72.05262683,69.3371704,69.3371704,71.77601237,71.77601237,78.53822559,78.53822559,71.63131804,71.68200038,71.68200038,67.94238567,67.94238567,71.4432321,71.95801165,76.2358576,70.87953313
01-09-08,79.7475733,77.90493414,78.43516604,76.53255299,75.86945564,70.68393182,78.39073504,86.87446365,79.8035831,88.51585114,69.7147163,74.97687035,69.79481368,63.00414566,70.9521711,55.37927857,53.55848741,47.38650464,69.4565298,58.18477445,58.18477445,77.16888213,77.08303561,78.29236182,77.3016991,87.74601538,70.58452271,77.40142029,77.64194328,68.1178581,87.95429067,86.3701019,86.3701019,78.67416589,77.82516175,84.06825669,84.45302894,94.26278478,95.30116631,88.14892622,82.0648006,91.33765347,91.42329654,75.95798667,75.95798667,86.62257228,86.76326796,84.0715692,79.92818767,79.92818767,56.17901184,54.64936454,81.69291446,79.57716044,80.69844904,94.944876,97.93357022,68.07894342,79.6164084,69.5783567,68.15129808,67.95107244,78.89414989,81.15088395,88.20292229,95.74598834,96.20643044,80.78966719,86.07379685,77.44042299,96.5432561,75.12853671,76.53011856,84.80731374,88.19447139,70.01989523,94.82775219,96.25013208,96.25013208,112.636506,112.636506,93.9729215,93.9729215,86.80804271,110.5438148,118.9208809,78.62384722,131.3826021,82.63405912,76.81181726,76.73717923,79.17943627,78.53394292,60.88754149,89.11574939,78.54987433,79.68641801,69.42190989,82.09947676,74.00872697,71.36953077,71.36953077,73.72395954,73.72395954,80.43004338,80.43004338,72.29428709,72.35708999,72.35708999,68.22356342,68.22356342,71.7910536,72.30833936,77.37499691,71.03724281
01-10-08,79.77278225,77.61739908,78.14969764,76.00214989,76.71318907,71.75054567,78.16401666,88.14546931,84.42525975,81.65474267,70.98342361,75.34222419,69.47771803,63.58948094,70.40733439,55.54780626,53.88379277,48.11130204,69.04404002,58.18477445,58.18477445,77.621617,77.37328804,78.36499443,77.62444166,87.13549798,70.83789858,78.27128946,78.53046021,68.27584914,87.64532584,86.7018541,86.7018541,79.27366803,78.41819442,84.95207925,85.34089668,91.92705471,92.45516581,89.04646819,82.68684058,91.97701966,92.06326223,76.45565288,76.45565288,86.23929107,86.47668565,83.14177957,79.56931203,79.56931203,56.68697837,55.14350012,82.9558754,80.80741212,80.35593402,94.76989911,97.55839325,68.64099306,80.69609866,69.61648502,68.15129808,67.95107244,79.11808203,79.96323211,88.4013874,95.79234077,96.20643044,81.98650269,86.58657003,77.76596685,96.62102178,76.36631156,76.53011856,84.81158454,88.19968092,70.01989523,94.73752868,96.25013208,96.25013208,111.1639394,111.1639394,93.95354006,93.95354006,86.87534191,110.2277693,118.3325147,77.85364887,130.8358683,83.88562402,77.01041431,76.55257076,80.10302243,78.54177308,60.88754149,89.12738641,78.85524846,79.71265337,69.57165127,82.81287971,74.22108618,71.37449719,71.37449719,73.73145503,73.73145503,81.2956851,81.2956851,72.53826572,72.61071989,72.61071989,68.17216015,68.17216015,72.13431958,72.65407872,77.12538668,71.52806409
01-11-08,79.64460301,76.81935343,77.27101197,75.23243328,76.70562552,73.45105152,78.40723725,86.30246832,81.58533374,78.10476746,70.5987861,76.10697793,69.87477982,63.73353874,70.86570184,56.97258735,56.63401705,52.47401545,68.92664477,58.18477445,58.18477445,77.53727766,77.15711091,78.88690382,77.36284745,86.75347337,70.94116525,78.52534036,78.77657213,68.83201205,87.77613165,86.83250422,86.83250422,79.15529032,78.30109417,84.95207925,85.34089668,92.17400772,92.74114867,89.04646819,82.984188,92.1487315,92.23513507,77.0239553,77.0239553,86.44176487,86.46962337,84.5411274,80.52539411,80.52539411,55.39448013,53.88619414,83.52354338,81.36037815,80.24327618,94.54732641,97.29532478,67.69626257,80.84739261,69.52860864,68.18683115,67.95107244,78.47438091,79.96323211,88.3851722,95.43995687,95.81425789,82.63606778,86.73170506,77.64374353,96.65142828,76.77216631,76.53011856,84.81158454,88.19968092,70.01989523,94.57932248,96.25013208,96.25013208,108.6724927,108.6724927,93.91469389,93.91469389,87.83351318,109.6118198,118.1112485,77.49895507,128.5925687,83.88562402,77.13205642,76.87601044,79.84944282,82.84054707,75.14806008,89.0519664,79.10220199,79.75613953,70.4881524,82.87813075,74.22108618,71.37449719,71.37449719,73.73145503,73.73145503,81.2956851,81.2956851,72.4723086,72.53567042,72.53567042,68.37949877,68.37949877,72.7938796,73.31839116,77.14145393,72.35020947
01-12-08,79.87773423,77.09048768,77.53722367,75.7862231,76.84440884,73.41667299,78.81096918,84.93364412,83.79062587,77.14285372,71.42238774,75.7684384,70.21775862,63.93650266,71.24159061,57.48157079,57.61649684,52.87484041,71.09517759,58.18477445,58.18477445,77.71559403,77.39280215,78.77105483,77.6156466,86.86603483,71.14924483,78.55641405,78.80498246,68.96452107,88.12768912,87.02766819,87.02766819,79.83167208,78.97017682,85.79474221,86.18741642,92.41003425,92.72215203,90.90572281,83.45954505,92.24745886,92.33395501,77.01502319,77.01502319,85.65382281,85.50916584,84.75782366,80.64293265,80.64293265,56.04719653,54.52113832,84.94144211,82.7415549,80.32449826,94.5633049,97.39767178,68.79429973,80.12456471,69.72347162,68.26021971,68.65506717,78.47438091,79.96323211,88.38570251,95.11988332,95.42306062,84.09565477,86.90527442,77.31793022,96.65280435,77.46095593,75.7427786,84.81158454,88.19968092,70.01989523,94.53468076,96.25013208,96.25013208,107.7649725,107.7649725,93.91469389,93.91469389,88.26403909,107.7437045,115.472494,77.0586973,126.3641957,83.28135611,77.19188589,76.6830514,80.38546043,83.51914201,75.14806008,90.0604804,80.82498057,79.88628261,77.94640385,82.87813075,74.22108618,71.37449719,71.37449719,73.73145503,73.73145503,81.2956851,81.2956851,72.85052243,72.92943252,72.92943252,68.28230097,68.28230097,73.15753396,73.68466581,76.82625257,72.88256862
01-01-09,80.44280362,78.09069224,78.47203339,75.57566217,78.53068943,73.67492509,78.74393301,83.95536259,83.72528124,81.14271252,71.71841678,77.43127768,72.18142078,64.39567522,73.57308776,58.29262994,58.83834122,54.0783723,72.44582799,58.5597275,58.5597275,77.84725323,77.54692457,78.96580151,77.73026671,88.14067083,71.44081658,78.63043506,78.84858684,70.19740474,88.34215933,87.33031995,87.33031995,81.46426629,80.58515306,85.79474221,86.18741642,92.50450453,92.83155292,90.90572281,83.93162981,92.28567398,92.37220596,77.21221349,77.21221349,86.54296083,86.62876944,84.30814531,81.03834602,81.03834602,56.31822511,54.78478731,85.54043796,83.32503744,81.56905198,94.37185353,97.14805048,69.43244474,80.2093815,72.50337494,71.26211881,70.47548381,81.7438804,80.90321061,88.79659815,96.86575668,97.21585755,84.61112545,86.70932026,77.29704753,96.37784496,77.08672599,77.41482641,85.12322345,88.19968092,71.76488293,94.51893376,96.25013208,96.25013208,107.4079231,107.4079231,93.91667334,93.91667334,88.27977486,107.4550983,116.0137896,76.64566416,124.4097604,82.81890981,76.57687522,76.59438238,78.76473569,83.71099524,75.14806008,90.34560876,81.02941652,79.88876211,78.85542429,82.87813075,74.22108618,71.37449719,71.37449719,73.73145503,73.73145503,81.2956851,81.2956851,73.5564023,73.60520686,73.60520686,69.86499893,69.86499893,73.76041148,74.29188732,77.31569573,73.51823119
01-02-09,80.81779173,78.36826646,78.70774152,75.83308615,79.36833888,73.57517118,78.3223174,83.73965713,82.16467426,82.82476933,71.23805026,77.53723275,73.07706282,65.2383317,74.47486287,58.86298473,60.10378609,56.0574724,72.44582799,58.3802813,58.3802813,79.18964897,78.38855222,79.88739699,78.62177754,88.84290511,71.64501593,81.25842312,81.54471188,70.22510973,88.68227618,87.49431676,87.49431676,81.88491472,81.00126211,86.13470368,86.52893387,93.13722082,93.5642673,90.90572281,84.92162592,93.19916512,93.28655364,78.01557675,78.01557675,87.52432491,87.72417983,84.61609024,83.56380034,83.56380034,57.13825975,55.58249396,86.48883576,84.24887281,81.91604691,94.84057867,97.56485288,69.27185061,81.12535471,73.29296011,72.7646206,70.47548381,80.98600212,80.40195486,88.94234933,97.61301406,97.87221427,87.59049858,86.70620278,76.71864456,96.38238338,77.25286926,77.41482641,85.12322345,88.19968092,71.76488293,94.18140286,96.25013208,96.25013208,107.390828,107.390828,93.54979529,93.54979529,87.18948492,108.6546908,118.0401059,76.90682662,123.7115255,84.81456319,78.56685394,78.60403478,80.77549846,77.09105676,54.41028487,89.90744607,81.02941652,79.88876211,78.85542429,82.87813075,74.22108618,71.37449719,71.37449719,73.73145503,73.73145503,81.2956851,81.2956851,74.32038858,74.38712725,74.38712725,70.07066368,70.07066368,74.65644099,75.19437312,77.7527112,74.53384264
01-03-09,81.69966176,79.73482691,80.1676564,77.77027505,80.94830262,76.83252565,78.40870779,83.77858401,81.22756338,86.6335661,71.65565851,77.38961686,73.05854966,64.96325875,74.52199301,61.79972504,61.17866088,57.67772452,72.56192695,63.39148366,63.39148366,80.0020333,79.03980163,79.90774393,79.31452979,89.90369878,71.90403236,82.48453969,82.8119266,69.88336628,88.88997141,87.732305,87.732305,82.42449723,81.53502177,86.27188137,86.6667394,93.31503692,93.77018647,90.90572281,85.4984065,93.51804232,93.60572984,78.17092784,78.17092784,87.57580234,87.49156861,86.29477936,85.20960142,85.20960142,57.77782813,56.20464812,87.44325337,85.17857209,82.06485368,94.60668568,97.2915253,68.08197866,81.29083696,73.50579714,72.95590073,72.50887914,79.00472203,81.0000289,89.01982755,97.42449703,97.66185598,87.95180335,86.75057317,77.25733819,96.3703442,77.22605686,77.41482641,85.34311924,88.31730934,72.45620174,94.61930758,96.25013208,96.25013208,115.8934453,115.8934453,93.57121098,93.57121098,87.88941911,108.6506569,117.9861891,77.04920756,123.0015118,85.62192312,79.47585045,78.64854215,83.333396,79.82424726,63.22146334,89.97542674,81.02941652,79.88876211,78.85542429,82.87813075,74.22108618,71.37449719,71.37449719,73.73145503,73.73145503,81.2956851,81.2956851,74.4841845,74.55032599,74.55032599,70.24730085,70.24730085,79.0999561,79.66990569,78.11163966,80.01155035
01-04-09,82.23476998,80.50110737,81.01010422,76.89491787,82.35071569,78.28479057,80.12261758,83.12765897,80.14737848,89.81663876,71.21943645,77.49795328,72.69596541,65.61750716,73.90284048,62.45792253,62.0538922,58.88304617,72.87411258,63.82266725,63.82266725,80.452357,79.60968299,79.83552622,79.88106345,89.40963496,73.14502274,82.62805182,82.94600754,70.38601815,89.0032974,87.93367017,87.93367017,82.90170078,82.00707563,86.27188137,86.6667394,93.32824464,93.7093972,91.38963533,86.778658,93.71308922,93.80095962,78.52995888,78.52995888,86.72239416,86.29398714,87.43118145,85.05387835,85.05387835,72.72929215,70.7490123,87.93091981,85.65360852,82.1962251,94.73157488,97.3957482,71.48593185,81.09687719,73.73082842,73.28128484,72.50887914,79.15796334,81.0000289,88.8742978,96.73693002,96.90399921,89.03664323,86.77718114,76.63125396,96.35862553,77.27367962,79.33193449,85.29816532,88.35057838,72.05176855,94.68516755,102.3606963,102.3606963,113.5724632,113.5724632,93.55662591,93.55662591,88.76848096,107.7074575,116.8183,76.92376191,120.3890283,86.50562777,81.34703033,79.70265645,86.79237189,81.41900451,68.61497635,89.90068946,82.4479202,80.56150627,78.85542429,85.99427675,74.61034535,72.80017166,72.80017166,75.61694115,75.61694115,77.72885792,77.72885792,74.82385871,74.89529596,74.89529596,70.41864181,70.41864181,80.6683466,81.24959713,78.54044013,81.87126396
01-05-09,82.22759684,80.21431071,80.6361657,76.43449396,82.46605532,77.03838199,79.10854755,82.56552582,79.91301559,89.52768354,71.09220914,79.2773671,73.69863951,66.93828299,74.81603898,62.61887622,62.32078719,59.23833118,72.99273622,63.87043607,63.87043607,80.78251514,79.72764404,79.97334527,79.9842827,90.40239168,73.16559349,83.50293328,83.84381449,70.38601815,88.84097287,88.30920976,88.30920976,82.63728889,81.74551711,86.27188137,86.6667394,92.1434459,92.33734613,91.38963533,86.80011188,93.16284543,93.2501999,78.54864451,78.54864451,87.48916631,87.05915927,88.19168103,84.64699484,84.64699484,73.86179083,71.85067521,87.67562096,85.40492162,82.60066367,94.97959937,97.51625956,71.53152968,82.24302919,74.34071866,73.85430992,73.50228077,79.43922241,81.32282003,88.87077327,96.33322047,96.48704092,88.97706218,86.9655477,76.39872897,96.61411347,77.50960235,79.44410169,85.31376946,88.35057838,72.13914217,94.79613944,107.6615638,107.6615638,111.7800503,111.7800503,93.59079255,93.59079255,88.65407925,107.3589461,116.4935229,76.66985188,118.7592057,87.5440382,82.30661235,79.62244599,89.7313448,81.45740536,68.61497635,89.95776001,82.21818758,80.39818391,78.85542429,85.55110295,74.40329621,72.83023705,72.83023705,75.61135395,75.61135395,76.82604719,76.82604719,75.16036401,75.26691062,75.26691062,69.69735244,69.69735244,81.2605002,81.84601745,78.33311501,82.66348789
01-06-09,82.16543914,79.74445307,80.08586269,77.17194515,82.89418975,73.11486264,79.39580303,82.33787215,77.88745561,86.87227678,71.49458581,79.61742359,74.41987325,71.12644249,74.64633821,62.41242283,61.84582084,58.47456639,73.03271529,63.95383569,63.95383569,81.01762961,80.1124575,80.59004179,80.33393639,90.59315896,73.97068309,83.3538349,83.66549707,71.35049224,89.07466562,88.59827698,88.59827698,82.87995494,81.98556446,86.62514827,87.02162317,92.19623627,92.39847979,91.38963533,86.13376224,92.56458004,92.65137354,78.83295475,78.83295475,87.48247518,87.09661379,87.9321047,84.38984274,84.38984274,72.51373575,70.53932509,86.46238384,84.22310597,82.78442384,94.82002427,97.42174619,73.46712898,81.34481694,75.15377792,74.39532,75.57593943,79.67692076,81.02034793,88.93459528,96.67174215,96.83063576,89.17706608,87.07604706,76.2402577,96.60788803,77.81942691,79.92713576,85.21733692,88.23294996,72.13914217,94.74782948,107.6615638,107.6615638,111.8170169,111.8170169,93.53616959,93.53616959,88.6147796,106.8844883,116.5372247,76.50272046,116.3253588,87.66364435,82.50918219,79.8897512,89.81828878,81.45740536,68.61497635,89.95776001,82.37751721,80.53293042,78.85542429,85.83417158,74.4328839,72.84655037,72.84655037,75.57887357,75.57887357,76.97299562,76.97299562,75.3893238,75.49214692,75.49214692,70.03045372,70.03045372,82.08540542,82.67686646,78.43164422,83.67260124
01-07-09,82.10506496,79.4736317,79.74697831,76.71042877,83.10083492,75.49657972,78.45976364,81.61009747,79.79721497,83.70889466,70.51953967,80.20562423,75.15636812,72.1534251,75.30260327,61.79287954,60.69368792,56.67278301,73.03252091,63.90610212,63.90610212,81.15113767,80.25682891,80.86578866,80.45872999,91.67372454,74.01194509,83.45947979,83.76881534,71.54462719,89.21151449,88.82853654,88.82853654,83.25210346,82.35369698,86.62514827,87.02162317,92.25201006,92.46306839,91.38963533,86.3203205,92.34629944,92.43288826,79.0397424,79.0397424,87.6197273,87.1939992,88.29508781,83.91031069,83.91031069,77.63637168,75.52248142,85.92452097,83.69917314,82.57778717,94.46072944,97.03320443,72.91231111,81.20719147,75.47449023,74.81478272,75.57593943,80.05428935,80.19976743,88.93238664,97.19992468,97.39717934,88.73233879,87.14690679,75.51171194,96.60092969,78.13014938,80.94415723,84.92224172,88.23294996,70.48678917,94.43596909,100.6531802,100.6531802,109.6563418,109.6563418,93.55388709,93.55388709,88.59316527,106.1741942,115.7321063,76.64235893,115.047619,87.05437794,82.88199021,79.8897512,90.9016232,81.63303395,69.1516765,89.9754941,82.59636279,80.58888128,79.72994733,85.83417158,74.4328839,72.84655037,72.84655037,75.57887357,75.57887357,76.97299562,76.97299562,75.50098831,75.60650023,75.60650023,70.05849824,70.05849824,82.21346808,82.80585188,79.63197304,83.54014558
01-08-09,81.86063148,78.48895554,78.6521156,74.68703239,82.33353473,72.51667455,78.85388925,81.64610205,78.94650409,81.59672803,70.9034347,80.80596242,75.80432041,74.1859339,75.59178003,63.09257513,63.22945978,60.00545416,74.24146815,63.87665196,63.87665196,80.87879322,80.09503037,80.52488632,80.24328812,92.66367087,74.25747782,82.90334115,83.16927918,72.64293379,89.32721414,89.12473282,89.12473282,83.2898045,82.39099117,86.62514827,87.02162317,92.15077605,92.42191919,90.90572281,86.25700232,92.63795489,92.72481719,79.19463263,79.19463263,87.69997329,87.1304936,89.19762692,83.06863934,83.06863934,77.87792095,75.75745376,85.57652169,83.36018664,82.46374743,94.08880078,96.60833092,72.42043188,81.20719147,75.51898904,74.81478272,75.57593943,80.31563612,80.19976743,89.06929711,97.46251069,97.63093088,89.70203434,87.38023524,76.57525522,96.58566205,78.47685728,80.94415723,84.92224172,88.23294996,70.48678917,94.41127351,100.6531802,100.6531802,109.0928981,109.0928981,93.55717863,93.55717863,88.44162187,105.3491763,114.7033434,75.80061982,113.4320791,87.85687204,81.89435421,78.11809007,91.35686502,81.97557602,71.83553843,89.26800161,82.71690719,80.88015776,79.72994733,85.83417158,74.4328839,72.84655037,72.84655037,75.57887357,75.57887357,76.97299562,76.97299562,75.74777003,75.85727263,75.85727263,70.1787099,70.1787099,82.60824041,83.20346871,80.17940937,83.90101822
01-09-09,82.37264746,78.49641011,78.59408189,75.21571641,81.70769808,70.91627977,79.65677194,80.86661286,78.31360412,81.94360494,70.67743955,81.72675152,76.78005646,78.29076116,75.76071806,63.17538544,63.55225936,60.35195978,74.54379583,63.69889515,63.69889515,81.15328148,80.24595023,80.68356349,80.37199016,92.2282773,74.88388006,83.49505033,83.76918984,72.92123043,89.64500021,89.41228847,89.41228847,82.60469128,81.71327128,87.53836606,87.93902067,92.17979257,92.41661722,91.15316301,86.6980185,92.51235141,92.59909594,79.57774093,79.57774093,87.76943123,87.24902339,88.98443163,83.83759184,83.83759184,84.55986411,82.25746037,85.1799259,82.97386223,82.78728034,94.3004539,96.6840733,72.95744218,82.29939671,75.63403523,74.72116638,75.57593943,81.32747511,81.02034793,89.39800235,98.40725128,98.59824855,90.05093158,87.44348174,76.83226686,96.6231222,78.62462087,80.1313144,85.19035634,88.5599962,70.48678917,94.44605416,100.6531802,100.6531802,109.7213407,109.7213407,93.56139236,93.56139236,89.93096955,105.1195684,114.3596975,75.1468338,113.420436,88.18139086,82.79410845,78.44373533,93.36024428,82.76615576,74.70222239,89.14350194,85.69160274,85.787977,79.72994733,88.41326596,77.58370116,75.15976371,75.15976371,78.4051553,78.4051553,82.04393797,82.04393797,76.41490371,76.52567065,76.52567065,70.78784655,70.78784655,82.56232869,83.15722618,80.69691244,83.71725944
