"","Fecha","GENERAL","Alimentos y bebidas no alcohólicas","Alimentos","Pan y cereales (ND)","Carne (ND)","Pescado (ND)","Leche, queso y huevos (ND)","Aceites y grasas (ND)","Frutas (ND)","Legumbres-Hortalizas (ND)","Azúcar, mermelada, miel, chocolate y dulces de azúcar (ND)","Productos alimenticios n.e.p. (ND)","Bebidas no alcohólicas","Café, té y cacao (ND)","Aguas minerales, refrescos, jugos de frutas y de legumbres (ND)","Bebidas alcohólicas, tabaco y estupefacientes","Bebidas alcohólicas","Bebidas destiladas (ND)","Cerveza (ND)","Tabaco","Tabaco (ND)","Prendas de vestir y calzado","Prendas de vestir","Materiales para prendas de vestir (SD)","Prendas de vestir (SD)","Otros artículos y accesorios de vestir (SD)","Limpieza, reparación y alquiler de prendas de vestir (S)","Calzado","Zapatos y otros calzados (SD)","Reparación y alquiler de calzado (S)","Alojamiento, agua, electricidad, gas y otros combustibles","Alquileres efectivos del alojamiento","Alquileres efectivos pagados por los inquilinos (S)","Conservación y reparación de la vivienda","Materiales para la conservación y la reparación de la vivienda (ND)","Suministro de agua y servicios diversos relacionados con la vivienda","Suministro de agua (ND)","Electricidad, gas y otros combustibles","Electricidad (ND)","Gas (ND)","Muebles, artículos para el hogar y para la conservación ordinaria del hogar","Muebles y accesorios, alfombras y otros materiales para pisos","Muebles y accesorios (D)","Productos textiles para el hogar","Productos textiles para el hogar (SD)","Artefactos para el hogar","Artefactos para el hogar grandes, eléctricos o no (D)","Artefactos eléctricos para el hogar pequeños (SD)","Artículos de vidrio y cristal, vajilla y utensilios para el hogar","Artículos de vidrio y cristal, vajilla y utensilios para el hogar (SD)","Herramientas y equipo para el hogar y el jardín","Herramientas pequeñas y accesorios diversos (SD)","Bienes y servicios para conservación ordinaria del hogar","Bienes para el hogar no duraderos (ND)","Salud","Productos, artefactos y equipo médicos","Productos farmacéuticos (ND)","Otros productos médicos (ND)","Artefactos y equipo terapéuticos (D)","Servicios para pacientes externos","Servicios médicos (S)","Servicios dentales (S)","Servicios paramédicos (S)","Servicios de hospital (S)","Servicios de hospital (S)","Transporte","Adquisición de vehículos","Vehículos a motor (D)","Bicicletas (D)","Funcionamiento de equipo de transporte personal","Piezas de repuesto y accesorios para equipo de transporte personal (SD)","Combustibles y lubricantes para equipo de transporte personal (ND)","Conservación y reparación de equipo de transporte personal (S)","Servicios de estacionamiento y peaje (S)","Servicios de transporte","Transporte de pasajeros por carretera (S)","Transporte de pasajeros por aire (S)","Comunicaciones","Servicios postales","Servicios postales (S)","Equipo telefónico y de facsímile","Equipo telefónico y de facsímile (D)","Servicios telefónicos y de facsímile","Servicios telefónicos y de facsímile (S)","Recreación y cultura","Equipo audiovisual, fotográfico y de procesamiento de información","Equipo para la recepción, grabación y reproducción de sonidos e imágenes (D)","Equipo fotográfico y cinematográfico e instrumentos ópticos (D)","Equipo de procesamiento e información (D)","Medios para grabación (SD)","Otros artículos y equipo para recreación, jardines y animales domésticos","Conservación y reparación de otros bienes duraderos importantes para recreación y cultura (S)","Equipo de deportes, campamentos y recreación al aire libre (SD)","Servicios de recreación y culturales","Servicios de recreación y deportivos (S)","Servicios culturales (S)","Periódicos, libros y papeles y útiles de oficina","Libros (SD)","Diarios y periódicos (ND)","Papel y útiles de oficina y materiales de dibujo (ND)","Educación","Enseñanza preescolar y enseñanza primaria","Enseñanza preescolar y enseñanza primaria (S)","Enseñanza secundaria","Enseñanza secundaria (S)","Enseñanza terciaria","Enseñanza terciaria (S)","Restaurantes y hoteles","Servicios de suministro de comidas por contrato","Restaurantes, cafés y establecimientos similares (S)","Servicios de alojamiento","Servicios de alojamiento (S)","Bienes y servicios diversos","Cuidado personal","Salones de peluquería y establecimientos de cuidados personales (S)","Otros aparatos, artículos y productos para la atención personal (ND)"
"1","2005-01-01",63.4253185528653,53.1841594392623,52.9159575935065,45.2171506316634,55.3355049706234,50.1328910092184,57.9522465266254,45.5638163577667,55.6084919948599,55.0327604262477,54.6124648263372,57.1274995480326,56.824168995598,40.9027699663022,59.9329615141182,37.4763528111966,38.6127475372073,33.9601282836179,56.6017441445505,36.6705167373477,36.6705167373477,72.2253782011465,71.6303551300623,70.2579304277045,72.2852801762356,98.9858629292635,60.3354676388755,74.2540764108689,75.0356984458096,55.2676390054819,70.9631793517822,65.7850010307471,65.7850010307471,56.2389289560184,55.9297531902933,68.8172092364376,69.4001607925009,84.3131501847786,84.9590206690407,82.9138572152537,62.7460446416183,72.2857570968066,72.5575521395579,62.5169006278131,62.5169006278131,72.3077397632526,70.9742725846661,77.9778691988216,58.2294978997628,58.2294978997628,25.0235750857295,24.5706823462339,62.736218828946,61.3928973021017,69.1464501641453,87.7870249813453,90.3313559698824,52.6181386084381,78.0013019434643,56.1236229646494,53.5286308452879,57.357728882703,70.7936447000316,67.8672002308805,67.8672002308805,74.5533583846302,80.4406624359967,80.5999838687749,77.5255709567124,71.3397026977855,49.6314196505929,89.6691431088932,51.2122868780745,58.7732573315095,72.6661923089806,78.568446665345,54.2444913839513,91.8426957390433,28.6862855978869,28.6862855978869,162.1603095426,162.1603095426,91.2396415771134,91.2396415771134,80.870921203664,137.664717761468,144.823508991798,79.4152241736269,217.795244846455,89.5514158464765,69.0394231200565,74.4780779516448,66.2496878996589,66.0144297915164,52.2000882297002,79.1774844517001,61.8980421664711,60.3114865637447,66.6816445623481,62.5887657049463,53.0376535555668,52.5443983784827,52.5443983784827,53.1066105648698,53.1066105648698,65.5006704706149,65.5006704706149,57.1446618066064,57.1282900364139,57.1282900364139,56.7530255121289,56.7530255121289,60.2930272331122,60.9335263866144,68.7199457642262,58.7723499617887
"2","2005-02-01",63.5686528577695,53.7234545980478,53.4893231189277,46.3076023584924,55.600164595934,49.5520943813315,58.1491662073147,46.4668431791628,57.1451445263695,55.7012956204639,54.2470455567839,57.2135033107152,56.8239857409514,40.4763464706241,60.0261904504089,37.8022286612811,39.2845638868923,34.9948674025065,56.6017441445505,36.6705167373477,36.6705167373477,72.0026736906308,71.1238538731857,70.603331107336,71.7066397234618,97.864017343231,60.3853318287222,74.8267613734272,75.6315873238219,55.281352028799,71.1899466175029,66.1609790350783,66.1609790350783,56.8945732079923,56.5709256429573,68.9409821618395,69.5225259274983,84.3301360424795,84.9784626776439,82.9138572152537,62.3206113989613,71.236673608037,71.5029525136839,64.4453757453166,64.4453757453166,71.9458023325057,70.5562340120328,78.1157245567568,58.3273804864057,58.3273804864057,22.8792787551764,22.4737993737743,62.1697685455946,60.8375137490787,69.1846825348904,87.718795861072,90.2277179163843,53.147506914177,78.0456276161951,56.2462111363185,53.5286308452879,57.357728882703,71.4659444386294,67.9037143447463,67.9037143447463,74.46028201916,80.6282451279966,80.7957377855142,77.3174677537461,70.9006602501988,50.4776515162267,89.5969961987147,49.4061199007743,59.2282110573537,72.692588982929,78.568446665345,54.3210534629068,92.8483084334795,64.5441425952456,64.5441425952456,156.182405014616,156.182405014616,91.2420214012108,91.2420214012108,80.5252218686222,135.190369411741,141.989623581796,77.2630773470283,217.242886443849,86.1239761687383,69.0234808320418,74.4987592673585,66.1571068527396,66.8259387527623,54.5135392839025,79.0869613268864,61.9114497351912,60.3484041990929,66.6816445623481,62.5887657049463,53.0376535555668,52.5443983784827,52.5443983784827,53.1066105648698,53.1066105648698,65.5006704706149,65.5006704706149,57.6568878955736,57.6220173445377,57.6220173445377,57.6562979290326,57.6562979290326,60.1724005668258,60.8130258238508,68.5315671956577,58.6692508994769
"3","2005-03-01",63.6975308638114,54.0568429666814,53.8415460698649,46.9874766927859,55.3525460560119,49.9989993134797,58.314321691089,46.7736116482837,58.0951295110947,56.6529565122157,53.913143465214,55.9084233112296,56.8102048850892,40.792928992758,59.9271448846116,37.7424926619145,39.1620028372426,34.7541942464754,56.6861433812087,36.6705167373477,36.6705167373477,71.8246893157876,70.8752610261503,70.4073712594989,71.3540762602703,98.1857313191569,60.9728983357413,74.877632537388,75.6853833689754,55.281352028799,71.5957045665132,66.8455099568105,66.8455099568105,57.0958277159186,56.7714430529425,68.9409821618395,69.5225259274983,84.5918336297521,85.2798457794775,82.9138572152537,62.4441009529071,72.0371031547964,72.3074852924531,64.5423770704528,64.5423770704528,71.9136644267883,70.5611959389272,77.8172716657539,57.5147029137771,57.5147029137771,23.5433431364776,23.1164980548457,61.7939686805754,60.4695922081642,69.0012364319937,87.7029584900531,90.2521165894059,53.1844744063941,77.8077146934209,55.8056709391079,52.2348854935218,57.357728882703,74.9927815282202,67.9037143447463,67.9037143447463,74.6220720527646,80.7009350521245,80.8650950268164,77.5020713283913,71.3258585706861,51.2699717631627,89.6037539335455,49.4239204144236,65.8410290416858,72.692588982929,78.568446665345,54.3210534629068,92.3131202585174,64.5441425952456,64.5441425952456,145.268212626723,145.268212626723,91.2405928579486,91.2405928579486,80.6431270802026,135.033301806507,141.770166268764,76.8416380361774,217.09071504856,86.3773252636473,68.7911526723922,74.138110969954,66.1219517448726,67.4239649286443,54.5135392839025,80.1142063186584,61.9108701126985,60.3465228965558,66.6816445623481,62.5887657049463,53.0376535555668,52.5443983784827,52.5443983784827,53.1066105648698,53.1066105648698,65.5006704706149,65.5006704706149,57.7641826576911,57.7336746264728,57.7336746264728,57.6562979290326,57.6562979290326,60.035977241735,60.6751925004562,68.6026970717173,58.4775426880751
"4","2005-04-01",64.1164935077405,55.0612023453677,54.9032726089991,47.0470010357719,56.449427298971,49.8430213036908,59.6251101168067,46.8030434927672,56.6523500481841,61.4833698930768,54.1681202133348,56.5493436659504,56.8834191073946,42.2164109150478,59.7059385472493,37.7458575705836,39.1696499421265,34.7531995749978,56.6861433812087,36.6705167373477,36.6705167373477,71.8388525064448,70.8928681731899,70.750050258773,71.3835596415679,98.2142956197039,60.8054130234564,74.8688861226437,75.6780545980792,55.1835142483477,71.8583836035962,67.2981448665105,67.2981448665105,56.7909703782567,56.467323529893,68.9409821618395,69.5225259274983,84.6645435129754,85.3602502101828,82.9138572152537,61.9960716856416,72.2626221168398,72.5342464188594,61.9935300192925,61.9935300192925,72.7346609509747,71.510550459899,77.6708172003824,58.8393556217566,58.8393556217566,23.0542478381539,22.6393566661023,61.0288919021151,59.7211939201567,69.2850946897208,87.6530441924783,90.2085138026025,51.6909538406192,77.8775668395066,56.5357061413212,52.2348854935218,60.1925005133058,74.9927815282202,67.9037143447463,67.9037143447463,74.6247617154612,80.703711427505,80.8650950268164,77.4562537001966,71.3568621731365,50.6213356182892,89.8068677808679,49.378074175603,65.8410290416858,72.6818601318161,78.5560889074252,54.3210534629068,91.7157008769964,64.5441425952456,64.5441425952456,130.288000539364,130.288000539364,91.2540057201898,91.2540057201898,81.8427119431042,136.058219061097,146.015269209135,76.7845663490274,213.493815813436,86.3773252636473,68.7981794833195,74.150767807567,66.1188380168134,67.5616802953998,55.4715937482605,80.1142063186584,63.7769843508236,64.9419337396969,66.7250894718441,63.1252908806056,54.6753365218624,53.890545105664,53.890545105664,54.6384092871951,54.6384092871951,68.6148644557291,68.6148644557291,57.6441630784532,57.5985652645673,57.5985652645673,57.901865153193,57.901865153193,60.1520908076774,60.7963675729698,70.2419798356387,58.1990924949239
"5","2005-05-01",64.2533246088518,55.8011076563454,55.7395945761713,47.2643929982278,57.8629081543149,50.1814293022639,60.2089086988552,45.8268054263391,57.4900575906744,63.4556894980942,53.9345437050817,56.2178470285529,56.0798632492815,42.4564103034452,58.6809914526432,37.3714735979745,38.3852863379583,33.7112716537127,56.6861433812087,36.6705167373477,36.6705167373477,71.3404453969432,70.8938879092414,70.7836651196072,71.410937393798,97.0299414355845,60.8355141438456,73.0236720600849,73.747295889921,55.1835142483477,71.9813355642847,67.4865709298505,67.4865709298505,56.7909703782567,56.467323529893,69.2297875830801,69.8080464825254,84.5984097114834,85.2843797049125,82.9138572152537,62.0698858453411,72.7189300663537,72.9922603256474,62.7564156614593,62.7564156614593,71.9273854734113,70.6136836182459,77.508805121083,59.6404687564343,59.6404687564343,23.0555563907455,22.6405919359893,61.0103827843082,59.7028129126812,69.1691823266225,87.2938385518006,89.7804925342178,51.6909538406192,77.8775668395066,56.5357061413212,52.2348854935218,60.1925005133058,74.9927815282202,67.9037143447463,67.9037143447463,74.808484480233,81.3894993305233,81.598550449619,76.5652276853363,71.4381743430206,50.4744378269183,89.8354748756518,49.6381221851693,65.8410290416858,72.6818601318161,78.5560889074252,54.3210534629068,91.7547110832601,64.5441425952456,64.5441425952456,133.488191044908,133.488191044908,91.2149640382064,91.2149640382064,81.4678136516026,133.815335801815,142.54080260927,74.9057447216803,211.916675292454,86.3773252636473,70.6161180268374,74.2433964962137,69.8362229929415,67.4984990646758,55.4715937482605,80.0370139565436,63.9255597713917,64.9550715656728,66.7250894718441,63.5494141370937,54.7178147533378,53.8916407170386,53.8916407170386,54.644498060319,54.644498060319,68.9324272920277,68.9324272920277,57.5451959019662,57.4984019072155,57.4984019072155,57.8598094696333,57.8598094696333,60.0839633074621,60.7288276126782,70.2419798356387,58.1151637009628
"6","2005-06-01",64.3866481931531,55.9700768515541,55.885836860406,46.7049584403839,58.3929030082639,49.9043367204096,60.5292332301733,45.5859917315144,55.942438583484,65.2433934602463,54.5924717244771,56.1970319642372,56.5931774657303,44.473787628301,58.8348031693893,37.3475343505003,38.3307358545401,33.6192834881949,56.6861433812087,36.6817333977367,36.6817333977367,71.4641321591935,71.0651955972242,70.8687598068864,71.6484595769725,95.1538496601999,60.9362471270584,73.003745854271,73.7275382960489,55.1835142483477,72.3807238788035,68.1650514280509,68.1650514280509,56.6593601266952,56.3395692672363,69.2297875830801,69.8080464825254,84.799031030123,85.2746704999838,84.4738544769345,62.277741358206,72.4579361415149,72.7288033589184,63.4776776633466,63.4776776633466,72.0164868379545,70.7096136306639,77.4621498781722,59.362923803822,59.362923803822,23.4211931797144,23.0002913462497,61.4032946641424,60.0876427168789,69.889565874684,86.8345313943503,89.3451791402655,51.6909538406192,76.427947759466,57.6854945322092,54.2461876615044,60.1925005133058,74.9927815282202,69.8211617735934,69.8211617735934,75.0798552577363,81.5478759730156,81.7575748047011,76.5724331240963,72.1338457103865,50.4397314295009,89.8480613086267,51.6741797720251,66.9500996395632,72.6818601318161,78.5560889074252,54.3210534629068,91.1643948826201,64.5441425952456,64.5441425952456,122.653427470419,122.653427470419,91.1534362877471,91.1534362877471,81.6687651502268,134.212200605591,142.220350608435,76.5655816625046,212.656687196984,86.3773252636473,71.761903626981,76.4521259126718,69.7537802761851,67.4748890822174,55.4715937482605,80.0042773263971,64.1004724504566,65.3466781451417,66.7250894718441,63.4076779784368,54.6701532127836,53.7822427765015,53.7822427765015,54.644498060319,54.644498060319,68.9324272920277,68.9324272920277,57.4286583804873,57.3659270559616,57.3659270559616,58.1756035685029,58.1756035685029,59.8969774782616,60.5398382492095,69.2922877378359,58.1203933260044
"7","2005-07-01",64.2713508955013,55.2322378135686,55.0775293523749,45.6392563997574,57.1409110145926,50.4571839733349,59.9415949191595,45.767829396591,55.9080460821035,63.6673834358316,54.4214563926891,56.9911165163773,56.9860714935757,44.7363767361542,59.2505939273368,37.3736499340221,38.3903200536723,33.7635093877127,56.6861433812087,36.6817333977367,36.6817333977367,71.7190058272626,71.1461085538187,70.7293115506371,71.6531775148742,94.9460721340701,61.8595854602185,73.7118673553663,74.4673205360411,55.1362767789447,72.4705714924391,68.3275267848199,68.3275267848199,57.7123316134562,57.3900975399817,69.2297875830801,69.8080464825254,84.8181530296189,85.2583444325034,84.6448059741011,62.5336814311266,72.4426905625372,72.7133182597234,63.639135459524,63.639135459524,72.7986659806279,71.5982460303533,77.4624990992332,59.4432152232814,59.4432152232814,23.2826144235226,22.8654312646471,61.6664782419234,60.3448913374165,69.4123039130215,86.9245887246127,89.3187554491531,51.6909538406192,77.0749973449634,56.4036606899027,54.5022020162244,54.6020534499735,74.9505056076548,69.8211617735934,69.8211617735934,75.2010444581397,81.3550433238588,81.5592454238156,76.4458142499937,72.6149197325944,52.6781151297454,89.8643523645692,52.612427207757,66.5848554883672,72.682724041544,78.5560889074252,54.3290688321952,91.2005516179423,64.5441425952456,64.5441425952456,121.971075351346,121.971075351346,91.2353726928785,91.2353726928785,81.8966035271002,136.020041741123,140.733507119016,76.6068489264772,226.387410946321,86.2935136393204,70.355924686824,73.9450666475545,69.8178503543835,67.5186243023373,55.9395967583262,79.7266994891263,64.0474637035067,65.2001268950525,66.7250894718441,63.4076779784368,54.6701532127836,53.7822427765015,53.7822427765015,54.644498060319,54.644498060319,68.9324272920277,68.9324272920277,57.7129801354468,57.671549219701,57.671549219701,57.943267486416,57.943267486416,59.8642521496989,60.5055900206945,69.0977238323803,58.1243185747872
"8","2005-08-01",64.1928497969481,55.2178678735295,55.0611416076133,45.5926865577377,56.9899787117666,51.9185744154602,60.1885036921226,45.819386185615,56.885701098704,62.4358851477094,54.4929629583531,56.2338254605949,56.9869491874926,45.9774384262891,58.9683660825014,37.3649726818377,38.3706122265471,33.7301758866901,56.6861433812087,36.6817333977367,36.6817333977367,71.3306974475975,70.7581667713322,67.5699210551025,71.2917447840021,95.5325367043121,61.9851908738539,73.2392872914843,73.9884836766778,55.1596074031945,72.7216606636726,68.7071740173222,68.7071740173222,58.6854665031931,58.35301353986,69.4567064818827,70.0323844109962,84.7629232781463,85.1932583162639,84.6571129034871,62.2387735561185,72.073982037953,72.3419389544074,63.6132705273704,63.6132705273704,71.4793373052449,70.3849526227757,75.4386250552552,59.5233984485269,59.5233984485269,23.0907737735507,22.6775943139865,61.7522620335374,60.428492692225,69.0510260441436,86.1449364958447,88.6855777473802,49.5355376509255,75.9189330686885,56.2720799925592,54.6516525404948,53.7447132825208,74.9505056076548,69.8211617735934,69.8211617735934,75.4251352712069,82.5189353586572,82.8025754953401,74.2603172686602,72.5182717508611,51.72939378647,89.8781730888524,52.5724244613955,66.5848554883672,72.6846090011204,78.5560889074252,54.3585678635429,91.1759401636159,64.5441425952456,64.5441425952456,121.521969334617,121.521969334617,91.2377886983922,91.2377886983922,81.1594344717284,132.697756674151,137.295876629468,76.2358077897222,220.967764447615,82.2264086306478,70.4763856559334,74.1310943470256,69.7757827287658,67.5951492826526,55.9395967583262,79.8483151421201,64.0681433470198,65.2570681313257,66.7250894718441,63.4076779784368,54.6701532127836,53.7822427765015,53.7822427765015,54.644498060319,54.644498060319,68.9324272920277,68.9324272920277,58.0591757529189,58.0292007687468,58.0292007687468,57.943267486416,57.943267486416,59.4656551875962,60.1016509819749,69.1025750361159,57.6145141946484
"9","2005-09-01",64.8481101232247,55.6883338637889,55.571440015362,46.1838105073655,56.0444287047789,51.6898030386523,62.4307142634449,45.9782684685292,56.1372696771608,64.0430916760638,54.0260644176427,57.1090987868076,56.8224205600791,46.2292967684996,58.6968532841721,37.3560646116705,38.3412937275058,33.693537853624,56.6861433812087,36.6860363093385,36.6860363093385,70.5657395144433,69.8457221184411,67.852829312906,70.2341603182968,95.4354684833638,61.7868395409097,72.8868614792738,73.6097648478105,55.5647176906978,72.8942365287163,69.0290183811566,69.0290183811566,58.6211640850923,58.2892581121655,69.4567064818827,70.0323844109962,84.8064362171339,85.1959356198409,85.0382285932,62.2786892017363,71.6441439155174,71.9094236340981,63.3542087879905,63.3542087879905,72.0790003575127,70.987802083961,75.9111820259007,59.1924432294798,59.1924432294798,23.3240085490998,22.9056749258561,61.9208170449012,60.595828218638,68.9985624291546,85.9618125639865,88.5258428565283,49.2756945552152,75.7806020836794,56.2692179100928,54.6516525404948,53.7162942330796,74.9505056076548,69.8211617735934,69.8211617735934,76.2437268222839,83.3067369919067,83.6134529831549,74.0820394082524,72.831265565293,52.514059402437,89.8916322559822,53.1416645287711,66.5848554883672,73.8224205950756,80.1694677196193,54.3585678635429,91.3215021869255,64.5441425952456,64.5441425952456,125.026799644539,125.026799644539,91.2379344701596,91.2379344701596,81.8908579502582,131.629699177702,136.249528947113,76.2335139813737,222.549430597752,77.8808431361993,70.6427156117478,74.3668064395823,69.771376876779,67.6901660754819,55.9395967583262,79.9734634539965,66.4383149623028,69.3614354824199,66.7250894718441,64.5620321133279,58.6146794135688,57.9811222257003,57.9811222257003,58.8853110806343,58.8853110806343,71.3511408153442,71.3511408153442,57.9824017621214,57.9100426677877,57.9100426677877,59.0164888538318,59.0164888538318,59.8342107042821,60.4765600815785,69.9516456735646,57.8728311600752
"10","2005-10-01",65.0811177937579,56.4219537802813,56.3352891720566,46.4341401284679,56.0156817025897,53.4535178244214,62.8166426085841,45.9787306802376,55.9463017336607,67.9545805278204,54.3260774126317,57.358081652981,57.1067530957595,45.9868935265192,59.0871707598285,37.1578575582036,37.941034692497,33.058423413609,56.6666773087732,36.6860363093385,36.6860363093385,70.5297195460377,69.7608485352578,67.8316314991234,70.0717711554427,95.4466259765596,62.3854583156949,72.986382302525,73.7116607035319,55.6496189204267,73.2910326115253,69.3674047146605,69.3674047146605,59.4924962129595,59.1521408547802,70.368700022204,70.948505598332,84.8197799412321,85.1971292708839,85.0942877331722,62.3614285029423,71.6820539315395,71.9474341222034,63.3651489518871,63.3651489518871,71.9188641184704,70.8329130077297,75.7066356252394,57.716685339404,57.716685339404,23.3602425446713,22.939878490353,62.426672547594,61.0927763705871,69.1740668820584,86.0460895437853,88.6226670339087,49.265456512312,75.76087710708,56.2269787586443,54.7238357857403,53.1493017312263,74.9505056076548,70.3375457956728,70.3375457956728,76.330821596961,83.4197022737476,83.7289884969731,73.960748484978,72.9546820867167,52.6365711859032,89.8839559634233,53.5605010258706,66.6694796350481,73.8732288067799,80.2293135369377,54.3585678635429,91.3492274269202,64.5441425952456,64.5441425952456,125.021237671047,125.021237671047,91.2540996573227,91.2540996573227,81.7134682939305,130.713027686016,134.630790002695,76.181691249936,221.745151319542,78.1639508540863,70.8131367800988,74.7646034626966,69.6992993592536,67.5776227986254,55.9395967583262,79.8414321604683,66.5456452220148,69.3614354824199,66.7250894718441,64.874515602858,58.6213735212867,57.9811222257003,57.9811222257003,58.903186988793,58.903186988793,71.3511408153442,71.3511408153442,57.9574906411886,57.8832828467574,57.8832828467574,59.0164638339013,59.0164638339013,59.7521576979366,60.3943706408211,69.9568366782525,57.7694876978202
